ehead,ctryname,cowcode2,politycode,un_region_name,un_continent_name,leaderspellreg,democracy,regime,start_year,end_year,duration,observed
Liu Chao-shiuan,Taiwan,713,713.0,Eastern Asia,Asia,Liu Chao-shiuan.Taiwan.2008.2008.Mixed Dem,Democracy,Mixed Dem,2008,2008,1,0
Rakhmon Nabiyev,Tajikistan,702,702.0,Central Asia,Asia,Rakhmon Nabiyev.Tajikistan.1991.1991.Civilian Dict,Non-democracy,Civilian Dict,1991,1991,1,1
Imomali Rakhmonov,Tajikistan,702,702.0,Central Asia,Asia,Imomali Rakhmonov.Tajikistan.1992.2008.Civilian Dict,Non-democracy,Civilian Dict,1992,2008,17,0
Julius Nyerere,Tanzania,510,510.0,Eastern Africa,Africa,Julius Nyerere.Tanzania.1961.1984.Civilian Dict,Non-democracy,Civilian Dict,1961,1984,24,1
Ali Hassan Mwinyi,Tanzania,510,510.0,Eastern Africa,Africa,Ali Hassan Mwinyi.Tanzania.1985.1994.Civilian Dict,Non-democracy,Civilian Dict,1985,1994,10,1
Benjamin Mkapa,Tanzania,510,510.0,Eastern Africa,Africa,Benjamin Mkapa.Tanzania.1995.2004.Civilian Dict,Non-democracy,Civilian Dict,1995,2004,10,1
Jakaya Mrisho Kikwete,Tanzania,510,510.0,Eastern Africa,Africa,Jakaya Mrisho Kikwete.Tanzania.2005.2008.Military Dict,Non-democracy,Military Dict,2005,2008,4,0
Luang Thamrongnawasawat,Thailand,800,800.0,South-Eastern Asia,Asia,Luang Thamrongnawasawat.Thailand.1946.1946.Military Dict,Non-democracy,Military Dict,1946,1946,1,1
Luang Phibulsongkhram,Thailand,800,800.0,South-Eastern Asia,Asia,Luang Phibulsongkhram.Thailand.1947.1956.Military Dict,Non-democracy,Military Dict,1947,1956,10,1
Thanom Kittikachorn,Thailand,800,800.0,South-Eastern Asia,Asia,Thanom Kittikachorn.Thailand.1957.1957.Military Dict,Non-democracy,Military Dict,1957,1957,1,1
Sarit Thanarat,Thailand,800,800.0,South-Eastern Asia,Asia,Sarit Thanarat.Thailand.1958.1962.Military Dict,Non-democracy,Military Dict,1958,1962,5,0
Thanom Kittikachorn,Thailand,800,800.0,South-Eastern Asia,Asia,Thanom Kittikachorn.Thailand.1963.1972.Military Dict,Non-democracy,Military Dict,1963,1972,10,1
Sanya Thammasak,Thailand,800,800.0,South-Eastern Asia,Asia,Sanya Thammasak.Thailand.1973.1974.Civilian Dict,Non-democracy,Civilian Dict,1973,1974,2,1
Kukrit Pramoj,Thailand,800,800.0,South-Eastern Asia,Asia,Kukrit Pramoj.Thailand.1975.1975.Parliamentary Dem,Democracy,Parliamentary Dem,1975,1975,1,1
military,Thailand,800,800.0,South-Eastern Asia,Asia,military.Thailand.1976.1976.Military Dict,Non-democracy,Military Dict,1976,1976,1,1
Kriangsak Chamanand,Thailand,800,800.0,South-Eastern Asia,Asia,Kriangsak Chamanand.Thailand.1977.1978.Military Dict,Non-democracy,Military Dict,1977,1978,2,1
Kriangsak Chamanand,Thailand,800,800.0,South-Eastern Asia,Asia,Kriangsak Chamanand.Thailand.1979.1979.Parliamentary Dem,Democracy,Parliamentary Dem,1979,1979,1,1
Prem Tinsulanond,Thailand,800,800.0,South-Eastern Asia,Asia,Prem Tinsulanond.Thailand.1980.1987.Parliamentary Dem,Democracy,Parliamentary Dem,1980,1987,8,1
Chatichai Choonhavan,Thailand,800,800.0,South-Eastern Asia,Asia,Chatichai Choonhavan.Thailand.1988.1990.Parliamentary Dem,Democracy,Parliamentary Dem,1988,1990,3,1
military,Thailand,800,800.0,South-Eastern Asia,Asia,military.Thailand.1991.1991.Military Dict,Non-democracy,Military Dict,1991,1991,1,1
Chuan Leekpai,Thailand,800,800.0,South-Eastern Asia,Asia,Chuan Leekpai.Thailand.1992.1994.Parliamentary Dem,Democracy,Parliamentary Dem,1992,1994,3,1
Banharn Silapa-archa,Thailand,800,800.0,South-Eastern Asia,Asia,Banharn Silapa-archa.Thailand.1995.1995.Parliamentary Dem,Democracy,Parliamentary Dem,1995,1995,1,1
Chaovalit Yongchaiyudh,Thailand,800,800.0,South-Eastern Asia,Asia,Chaovalit Yongchaiyudh.Thailand.1996.1996.Parliamentary Dem,Democracy,Parliamentary Dem,1996,1996,1,1
Chuan Leekpai,Thailand,800,800.0,South-Eastern Asia,Asia,Chuan Leekpai.Thailand.1997.2000.Parliamentary Dem,Democracy,Parliamentary Dem,1997,2000,4,1
Thaksin Shinawatra,Thailand,800,800.0,South-Eastern Asia,Asia,Thaksin Shinawatra.Thailand.2001.2005.Parliamentary Dem,Democracy,Parliamentary Dem,2001,2005,5,1
Surayud Chulanont,Thailand,800,800.0,South-Eastern Asia,Asia,Surayud Chulanont.Thailand.2006.2007.Military Dict,Non-democracy,Military Dict,2006,2007,2,1
Abhisit Vejjajiva,Thailand,800,800.0,South-Eastern Asia,Asia,Abhisit Vejjajiva.Thailand.2008.2008.Parliamentary Dem,Democracy,Parliamentary Dem,2008,2008,1,0
Sylvanus Olympio,Togo,461,461.0,Western Africa,Africa,Sylvanus Olympio.Togo.1960.1962.Civilian Dict,Non-democracy,Civilian Dict,1960,1962,3,0
Nicholas Grunitzky,Togo,461,461.0,Western Africa,Africa,Nicholas Grunitzky.Togo.1963.1966.Civilian Dict,Non-democracy,Civilian Dict,1963,1966,4,1
Etienne Eyadema,Togo,461,461.0,Western Africa,Africa,Etienne Eyadema.Togo.1967.2004.Military Dict,Non-democracy,Military Dict,1967,2004,38,0
Faure Gnassingbe,Togo,461,461.0,Western Africa,Africa,Faure Gnassingbe.Togo.2005.2008.Civilian Dict,Non-democracy,Civilian Dict,2005,2008,4,0
Taufa'ahau Tupou IV,Tonga,955,955.0,Polynesia,Oceania,Taufa'ahau Tupou IV.Tonga.1970.2005.Monarchy,Non-democracy,Monarchy,1970,2005,36,0
George Tupou V,Tonga,955,955.0,Polynesia,Oceania,George Tupou V.Tonga.2006.2008.Monarchy,Non-democracy,Monarchy,2006,2008,3,0
Eric Williams,Trinidad and Tobago,52,52.0,Caribbean,America,Eric Williams.Trinidad and Tobago.1962.1980.Parliamentary Dem,Democracy,Parliamentary Dem,1962,1980,19,0
George Chambers,Trinidad and Tobago,52,52.0,Caribbean,America,George Chambers.Trinidad and Tobago.1981.1985.Parliamentary Dem,Democracy,Parliamentary Dem,1981,1985,5,1
A.N.R. Robinson,Trinidad and Tobago,52,52.0,Caribbean,America,A.N.R. Robinson.Trinidad and Tobago.1986.1990.Parliamentary Dem,Democracy,Parliamentary Dem,1986,1990,5,1
Patrick Manning,Trinidad and Tobago,52,52.0,Caribbean,America,Patrick Manning.Trinidad and Tobago.1991.1994.Parliamentary Dem,Democracy,Parliamentary Dem,1991,1994,4,1
Basdeo Panday,Trinidad and Tobago,52,52.0,Caribbean,America,Basdeo Panday.Trinidad and Tobago.1995.2000.Parliamentary Dem,Democracy,Parliamentary Dem,1995,2000,6,1
Patrick Manning,Trinidad and Tobago,52,52.0,Caribbean,America,Patrick Manning.Trinidad and Tobago.2001.2008.Parliamentary Dem,Democracy,Parliamentary Dem,2001,2008,8,0
Habib Bourguiba,Tunisia,616,616.0,Northern Africa,Africa,Habib Bourguiba.Tunisia.1956.1986.Civilian Dict,Non-democracy,Civilian Dict,1956,1986,31,1
Zine al-Abidine Ben Ali,Tunisia,616,616.0,Northern Africa,Africa,Zine al-Abidine Ben Ali.Tunisia.1987.2008.Military Dict,Non-democracy,Military Dict,1987,2008,22,0
Ismet Inonu,Turkey,640,640.0,Western Asia,Asia,Ismet Inonu.Turkey.1946.1949.Military Dict,Non-democracy,Military Dict,1946,1949,4,1
Celal Bayar,Turkey,640,640.0,Western Asia,Asia,Celal Bayar.Turkey.1950.1959.Civilian Dict,Non-democracy,Civilian Dict,1950,1959,10,1
Cemal Gursel,Turkey,640,640.0,Western Asia,Asia,Cemal Gursel.Turkey.1960.1960.Military Dict,Non-democracy,Military Dict,1960,1960,1,1
Ismet Inonu,Turkey,640,640.0,Western Asia,Asia,Ismet Inonu.Turkey.1961.1964.Parliamentary Dem,Democracy,Parliamentary Dem,1961,1964,4,1
Suleyman Demirel,Turkey,640,640.0,Western Asia,Asia,Suleyman Demirel.Turkey.1965.1970.Parliamentary Dem,Democracy,Parliamentary Dem,1965,1970,6,1
Nihat Erim,Turkey,640,640.0,Western Asia,Asia,Nihat Erim.Turkey.1971.1971.Parliamentary Dem,Democracy,Parliamentary Dem,1971,1971,1,1
Ferit Melen,Turkey,640,640.0,Western Asia,Asia,Ferit Melen.Turkey.1972.1972.Parliamentary Dem,Democracy,Parliamentary Dem,1972,1972,1,1
Naim Talu,Turkey,640,640.0,Western Asia,Asia,Naim Talu.Turkey.1973.1973.Parliamentary Dem,Democracy,Parliamentary Dem,1973,1973,1,1
Said Irmak,Turkey,640,640.0,Western Asia,Asia,Said Irmak.Turkey.1974.1974.Parliamentary Dem,Democracy,Parliamentary Dem,1974,1974,1,1
Suleyman Demirel,Turkey,640,640.0,Western Asia,Asia,Suleyman Demirel.Turkey.1975.1977.Parliamentary Dem,Democracy,Parliamentary Dem,1975,1977,3,1
Bulent Ecevit,Turkey,640,640.0,Western Asia,Asia,Bulent Ecevit.Turkey.1978.1978.Parliamentary Dem,Democracy,Parliamentary Dem,1978,1978,1,1
Suleyman Demirel,Turkey,640,640.0,Western Asia,Asia,Suleyman Demirel.Turkey.1979.1979.Parliamentary Dem,Democracy,Parliamentary Dem,1979,1979,1,1
Kenan Evren,Turkey,640,640.0,Western Asia,Asia,Kenan Evren.Turkey.1980.1982.Military Dict,Non-democracy,Military Dict,1980,1982,3,1
Turgut Ozal,Turkey,640,640.0,Western Asia,Asia,Turgut Ozal.Turkey.1983.1988.Parliamentary Dem,Democracy,Parliamentary Dem,1983,1988,6,1
Yildirim Akbulut,Turkey,640,640.0,Western Asia,Asia,Yildirim Akbulut.Turkey.1989.1990.Parliamentary Dem,Democracy,Parliamentary Dem,1989,1990,2,1
Suleyman Demirel,Turkey,640,640.0,Western Asia,Asia,Suleyman Demirel.Turkey.1991.1992.Parliamentary Dem,Democracy,Parliamentary Dem,1991,1992,2,1
Tansu Ciller,Turkey,640,640.0,Western Asia,Asia,Tansu Ciller.Turkey.1993.1995.Parliamentary Dem,Democracy,Parliamentary Dem,1993,1995,3,1
Necmettin Erbakan,Turkey,640,640.0,Western Asia,Asia,Necmettin Erbakan.Turkey.1996.1996.Parliamentary Dem,Democracy,Parliamentary Dem,1996,1996,1,1
Mesut Yilmaz,Turkey,640,640.0,Western Asia,Asia,Mesut Yilmaz.Turkey.1997.1998.Parliamentary Dem,Democracy,Parliamentary Dem,1997,1998,2,1
Mustafa Bulent Ecevit,Turkey,640,640.0,Western Asia,Asia,Mustafa Bulent Ecevit.Turkey.1999.2001.Parliamentary Dem,Democracy,Parliamentary Dem,1999,2001,3,1
Abdullah Gul,Turkey,640,640.0,Western Asia,Asia,Abdullah Gul.Turkey.2002.2002.Parliamentary Dem,Democracy,Parliamentary Dem,2002,2002,1,1
Recep Tayyip Erdogan,Turkey,640,640.0,Western Asia,Asia,Recep Tayyip Erdogan.Turkey.2003.2008.Parliamentary Dem,Democracy,Parliamentary Dem,2003,2008,6,0
Saparmurad Niyazov,Turkmenistan,701,701.0,Central Asia,Asia,Saparmurad Niyazov.Turkmenistan.1991.2005.Civilian Dict,Non-democracy,Civilian Dict,1991,2005,15,0
Gurbanguly M. Berdymukhammedov,Turkmenistan,701,701.0,Central Asia,Asia,Gurbanguly M. Berdymukhammedov.Turkmenistan.2006.2008.Civilian Dict,Non-democracy,Civilian Dict,2006,2008,3,0
Toalipi Lauti,Tuvalu,947,,Polynesia,Oceania,Toalipi Lauti.Tuvalu.1978.1980.Parliamentary Dem,Democracy,Parliamentary Dem,1978,1980,3,1
Tomasi Puapua,Tuvalu,947,,Polynesia,Oceania,Tomasi Puapua.Tuvalu.1981.1988.Parliamentary Dem,Democracy,Parliamentary Dem,1981,1988,8,1
Bikenibeu Paeniu,Tuvalu,947,,Polynesia,Oceania,Bikenibeu Paeniu.Tuvalu.1989.1992.Parliamentary Dem,Democracy,Parliamentary Dem,1989,1992,4,1
Kamuta Latasi,Tuvalu,947,,Polynesia,Oceania,Kamuta Latasi.Tuvalu.1993.1995.Parliamentary Dem,Democracy,Parliamentary Dem,1993,1995,3,1
Bikenibeu Paeniu,Tuvalu,947,,Polynesia,Oceania,Bikenibeu Paeniu.Tuvalu.1996.1998.Parliamentary Dem,Democracy,Parliamentary Dem,1996,1998,3,1
Ionatana Ionatana,Tuvalu,947,,Polynesia,Oceania,Ionatana Ionatana.Tuvalu.1999.1999.Parliamentary Dem,Democracy,Parliamentary Dem,1999,1999,1,1
Lgitupu Tuilimu,Tuvalu,947,947.0,Polynesia,Oceania,Lgitupu Tuilimu.Tuvalu.2000.2000.Parliamentary Dem,Democracy,Parliamentary Dem,2000,2000,1,1
Koloa Talake,Tuvalu,947,947.0,Polynesia,Oceania,Koloa Talake.Tuvalu.2001.2001.Parliamentary Dem,Democracy,Parliamentary Dem,2001,2001,1,1
Saufatu Sopoanga,Tuvalu,947,947.0,Polynesia,Oceania,Saufatu Sopoanga.Tuvalu.2002.2003.Parliamentary Dem,Democracy,Parliamentary Dem,2002,2003,2,1
Maatia Toafa,Tuvalu,947,947.0,Polynesia,Oceania,Maatia Toafa.Tuvalu.2004.2005.Parliamentary Dem,Democracy,Parliamentary Dem,2004,2005,2,1
Apisai Ielemia,Tuvalu,947,947.0,Polynesia,Oceania,Apisai Ielemia.Tuvalu.2006.2008.Parliamentary Dem,Democracy,Parliamentary Dem,2006,2008,3,0
Josef Stalin,U.S.S.R.,365,364.0,Eastern Europe,Europe,Josef Stalin.U.S.S.R..1946.1952.Civilian Dict,Non-democracy,Civilian Dict,1946,1952,7,0
Nikita Khruschev,U.S.S.R.,365,364.0,Eastern Europe,Europe,Nikita Khruschev.U.S.S.R..1953.1963.Civilian Dict,Non-democracy,Civilian Dict,1953,1963,11,1
Leonid Brezhnev,U.S.S.R.,365,364.0,Eastern Europe,Europe,Leonid Brezhnev.U.S.S.R..1964.1981.Civilian Dict,Non-democracy,Civilian Dict,1964,1981,18,0
Yuri Andropov,U.S.S.R.,365,364.0,Eastern Europe,Europe,Yuri Andropov.U.S.S.R..1982.1983.Civilian Dict,Non-democracy,Civilian Dict,1982,1983,2,0
Konstantin Chernenko,U.S.S.R.,365,364.0,Eastern Europe,Europe,Konstantin Chernenko.U.S.S.R..1984.1984.Civilian Dict,Non-democracy,Civilian Dict,1984,1984,1,0
Mikhail Gorbachev,U.S.S.R.,365,364.0,Eastern Europe,Europe,Mikhail Gorbachev.U.S.S.R..1985.1990.Civilian Dict,Non-democracy,Civilian Dict,1985,1990,6,0
Sir Walter Fleming Coutts,Uganda,500,500.0,Eastern Africa,Africa,Sir Walter Fleming Coutts.Uganda.1962.1962.Civilian Dict,Non-democracy,Civilian Dict,1962,1962,1,1
Sir Edward Frederick Mutesa II,Uganda,500,500.0,Eastern Africa,Africa,Sir Edward Frederick Mutesa II.Uganda.1963.1965.Civilian Dict,Non-democracy,Civilian Dict,1963,1965,3,1
Milton Obote,Uganda,500,500.0,Eastern Africa,Africa,Milton Obote.Uganda.1966.1970.Civilian Dict,Non-democracy,Civilian Dict,1966,1970,5,1
Idi Amin Dada,Uganda,500,500.0,Eastern Africa,Africa,Idi Amin Dada.Uganda.1971.1978.Military Dict,Non-democracy,Military Dict,1971,1978,8,1
Godfrey Binsaisa,Uganda,500,500.0,Eastern Africa,Africa,Godfrey Binsaisa.Uganda.1979.1979.Civilian Dict,Non-democracy,Civilian Dict,1979,1979,1,1
Milton Obote,Uganda,500,500.0,Eastern Africa,Africa,Milton Obote.Uganda.1980.1984.Presidential Dem,Democracy,Presidential Dem,1980,1984,5,1
Tito Okello,Uganda,500,500.0,Eastern Africa,Africa,Tito Okello.Uganda.1985.1985.Military Dict,Non-democracy,Military Dict,1985,1985,1,1
Yoweri Museveni,Uganda,500,500.0,Eastern Africa,Africa,Yoweri Museveni.Uganda.1986.2008.Civilian Dict,Non-democracy,Civilian Dict,1986,2008,23,0
Vitold Pavlovych Fokin,Ukraine,369,369.0,Eastern Europe,Europe,Vitold Pavlovych Fokin.Ukraine.1991.1991.Mixed Dem,Democracy,Mixed Dem,1991,1991,1,1
Leonid Danylovych Kuchma,Ukraine,369,369.0,Eastern Europe,Europe,Leonid Danylovych Kuchma.Ukraine.1992.1992.Mixed Dem,Democracy,Mixed Dem,1992,1992,1,1
Yukhym Leonidovych Zvyahilskiy,Ukraine,369,369.0,Eastern Europe,Europe,Yukhym Leonidovych Zvyahilskiy.Ukraine.1993.1993.Mixed Dem,Democracy,Mixed Dem,1993,1993,1,1
Vitaliy Anriyovych Masol,Ukraine,369,369.0,Eastern Europe,Europe,Vitaliy Anriyovych Masol.Ukraine.1994.1994.Mixed Dem,Democracy,Mixed Dem,1994,1994,1,1
Yevhen Kyrylovych Marchuk,Ukraine,369,369.0,Eastern Europe,Europe,Yevhen Kyrylovych Marchuk.Ukraine.1995.1995.Mixed Dem,Democracy,Mixed Dem,1995,1995,1,1
Pavlo Ivanovych Lazarenko,Ukraine,369,369.0,Eastern Europe,Europe,Pavlo Ivanovych Lazarenko.Ukraine.1996.1996.Mixed Dem,Democracy,Mixed Dem,1996,1996,1,1
Valeriy Pavlovych Pustovoytenko,Ukraine,369,369.0,Eastern Europe,Europe,Valeriy Pavlovych Pustovoytenko.Ukraine.1997.1998.Mixed Dem,Democracy,Mixed Dem,1997,1998,2,1
Viktor Andriyovych Yushchenko,Ukraine,369,369.0,Eastern Europe,Europe,Viktor Andriyovych Yushchenko.Ukraine.1999.2000.Mixed Dem,Democracy,Mixed Dem,1999,2000,2,1
Anatoliy Kyrylovych Kinakh,Ukraine,369,369.0,Eastern Europe,Europe,Anatoliy Kyrylovych Kinakh.Ukraine.2001.2001.Mixed Dem,Democracy,Mixed Dem,2001,2001,1,1
Viktor Fedorovych Yanukovych,Ukraine,369,369.0,Eastern Europe,Europe,Viktor Fedorovych Yanukovych.Ukraine.2002.2004.Mixed Dem,Democracy,Mixed Dem,2002,2004,3,1
Yuriy Ivanovych Yekhanurov,Ukraine,369,369.0,Eastern Europe,Europe,Yuriy Ivanovych Yekhanurov.Ukraine.2005.2005.Mixed Dem,Democracy,Mixed Dem,2005,2005,1,1
Viktor Fedorovych Yanukovych,Ukraine,369,369.0,Eastern Europe,Europe,Viktor Fedorovych Yanukovych.Ukraine.2006.2006.Mixed Dem,Democracy,Mixed Dem,2006,2006,1,1
Yuliya Volodymyrivna Tymoshenko,Ukraine,369,369.0,Eastern Europe,Europe,Yuliya Volodymyrivna Tymoshenko.Ukraine.2007.2008.Mixed Dem,Democracy,Mixed Dem,2007,2008,2,0
Sheikh Zaid ibn Sultan Al Nahayan,United Arab Emirates,696,696.0,Western Asia,Asia,Sheikh Zaid ibn Sultan Al Nahayan.United Arab Emirates.1971.2003.Monarchy,Non-democracy,Monarchy,1971,2003,33,1
Sheikh Khalifa ibn Zayid Al Nuhayyan,United Arab Emirates,696,696.0,Western Asia,Asia,Sheikh Khalifa ibn Zayid Al Nuhayyan.United Arab Emirates.2004.2008.Monarchy,Non-democracy,Monarchy,2004,2008,5,0
Clement Attlee,United Kingdom,200,200.0,Northern Europe,Europe,Clement Attlee.United Kingdom.1946.1950.Parliamentary Dem,Democracy,Parliamentary Dem,1946,1950,5,1
Winston Churchill,United Kingdom,200,200.0,Northern Europe,Europe,Winston Churchill.United Kingdom.1951.1954.Parliamentary Dem,Democracy,Parliamentary Dem,1951,1954,4,1
Anthony Eden,United Kingdom,200,200.0,Northern Europe,Europe,Anthony Eden.United Kingdom.1955.1956.Parliamentary Dem,Democracy,Parliamentary Dem,1955,1956,2,1
Harold MacMillan,United Kingdom,200,200.0,Northern Europe,Europe,Harold MacMillan.United Kingdom.1957.1962.Parliamentary Dem,Democracy,Parliamentary Dem,1957,1962,6,1
Alexander Douglas-Home,United Kingdom,200,200.0,Northern Europe,Europe,Alexander Douglas-Home.United Kingdom.1963.1963.Parliamentary Dem,Democracy,Parliamentary Dem,1963,1963,1,1
Harold Wilson,United Kingdom,200,200.0,Northern Europe,Europe,Harold Wilson.United Kingdom.1964.1969.Parliamentary Dem,Democracy,Parliamentary Dem,1964,1969,6,1
Edward Heath,United Kingdom,200,200.0,Northern Europe,Europe,Edward Heath.United Kingdom.1970.1973.Parliamentary Dem,Democracy,Parliamentary Dem,1970,1973,4,1
Harold Wilson,United Kingdom,200,200.0,Northern Europe,Europe,Harold Wilson.United Kingdom.1974.1975.Parliamentary Dem,Democracy,Parliamentary Dem,1974,1975,2,1
James Callaghan,United Kingdom,200,200.0,Northern Europe,Europe,James Callaghan.United Kingdom.1976.1978.Parliamentary Dem,Democracy,Parliamentary Dem,1976,1978,3,1
Margaret Thatcher,United Kingdom,200,200.0,Northern Europe,Europe,Margaret Thatcher.United Kingdom.1979.1989.Parliamentary Dem,Democracy,Parliamentary Dem,1979,1989,11,1
John Major,United Kingdom,200,200.0,Northern Europe,Europe,John Major.United Kingdom.1990.1996.Parliamentary Dem,Democracy,Parliamentary Dem,1990,1996,7,1
Tony Blair,United Kingdom,200,200.0,Northern Europe,Europe,Tony Blair.United Kingdom.1997.2006.Parliamentary Dem,Democracy,Parliamentary Dem,1997,2006,10,1
Gordon Brown,United Kingdom,200,200.0,Northern Europe,Europe,Gordon Brown.United Kingdom.2007.2008.Parliamentary Dem,Democracy,Parliamentary Dem,2007,2008,2,0
Harry Truman,United States of America,2,2.0,Northern America,America,Harry Truman.United States of America.1946.1952.Presidential Dem,Democracy,Presidential Dem,1946,1952,7,1
Dwight D. Eisenhower,United States of America,2,2.0,Northern America,America,Dwight D. Eisenhower.United States of America.1953.1960.Presidential Dem,Democracy,Presidential Dem,1953,1960,8,1
John Kennedy,United States of America,2,2.0,Northern America,America,John Kennedy.United States of America.1961.1962.Presidential Dem,Democracy,Presidential Dem,1961,1962,2,0
Lyndon Johnson,United States of America,2,2.0,Northern America,America,Lyndon Johnson.United States of America.1963.1968.Presidential Dem,Democracy,Presidential Dem,1963,1968,6,1
Richard Nixon,United States of America,2,2.0,Northern America,America,Richard Nixon.United States of America.1969.1973.Presidential Dem,Democracy,Presidential Dem,1969,1973,5,1
Gerald Ford,United States of America,2,2.0,Northern America,America,Gerald Ford.United States of America.1974.1976.Presidential Dem,Democracy,Presidential Dem,1974,1976,3,1
Jimmy Carter,United States of America,2,2.0,Northern America,America,Jimmy Carter.United States of America.1977.1980.Presidential Dem,Democracy,Presidential Dem,1977,1980,4,1
Ronald Reagan,United States of America,2,2.0,Northern America,America,Ronald Reagan.United States of America.1981.1988.Presidential Dem,Democracy,Presidential Dem,1981,1988,8,1
George Bush,United States of America,2,2.0,Northern America,America,George Bush.United States of America.1989.1992.Presidential Dem,Democracy,Presidential Dem,1989,1992,4,1
Bill Clinton,United States of America,2,2.0,Northern America,America,Bill Clinton.United States of America.1993.2000.Presidential Dem,Democracy,Presidential Dem,1993,2000,8,1
George W. Bush,United States of America,2,2.0,Northern America,America,George W. Bush.United States of America.2001.2008.Presidential Dem,Democracy,Presidential Dem,2001,2008,8,0
Juan Amezaga,Uruguay,165,165.0,South America,America,Juan Amezaga.Uruguay.1946.1946.Presidential Dem,Democracy,Presidential Dem,1946,1946,1,1
Luis Batlle Berres,Uruguay,165,165.0,South America,America,Luis Batlle Berres.Uruguay.1947.1950.Presidential Dem,Democracy,Presidential Dem,1947,1950,4,1
Andres Martinez Trueba,Uruguay,165,165.0,South America,America,Andres Martinez Trueba.Uruguay.1951.1954.Presidential Dem,Democracy,Presidential Dem,1951,1954,4,1
Luis Batlle Berres,Uruguay,165,165.0,South America,America,Luis Batlle Berres.Uruguay.1955.1955.Presidential Dem,Democracy,Presidential Dem,1955,1955,1,1
Alberto Fermin Zubiria,Uruguay,165,165.0,South America,America,Alberto Fermin Zubiria.Uruguay.1956.1956.Presidential Dem,Democracy,Presidential Dem,1956,1956,1,1
Arturo Lezama,Uruguay,165,165.0,South America,America,Arturo Lezama.Uruguay.1957.1957.Presidential Dem,Democracy,Presidential Dem,1957,1957,1,1
Carlos Fischer,Uruguay,165,165.0,South America,America,Carlos Fischer.Uruguay.1958.1958.Presidential Dem,Democracy,Presidential Dem,1958,1958,1,1
